County, Sex, Xiang, D001, D002, D003, D004, D005, D006, D007, D008, D009, D010, D011, D012, D013, D014, D015, D016, D017, D018, D019, D020, D021, D022, D023, D024, D025, D026, D027, D028, D029, D030, D031, D032, D033, D034, D035, D036, D037, D038, D039, D040, D041, D042, D043, D044, D045, D046, D047, D048, D049, D050, D051, D052, D053, D054, D055, D056, D057, D058, D059, D060, D061, D062, D063, D064, D065, D066, D067, D068, D069, D070, D071, D072, D073, D074, D075, D076, D077, D078, D079, D080, D081, D082, D083, D084, D085, D086, D087, D088, D089, D090, D091, D092, D093, D094, D095, D096, D097, D098, D099, D100, D101, D102, D103, D104, D105, D106, D107, D108, D109, D110, D111, D112, D113, D114, D115, D116, D117, D118, D119, D120, D121, D122, D123, D124, D125, D126, D127, D128, D129, D130, D131, D132, D133, D134, D135, D136, D137, D138, D139, D140, D141, D142, D143, D144, D145, D146, D147, D148, D149, D150, D151, D152, D153, D154, D155, D156, D157, D158, D159, D160, D161, G001, G002, G003, G004, G005, 
ND,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,T,1,2600  ,75.0  ,58.1  ,405   ,25.6  , 9.0  ,  3.2 ,  5.8 ,62.5  , 89.7 , 655  , 745  ,13.7  ,124.5 ,1.0   , 0.6  ,12.5  , 530  ,32.2  ,1.71  ,1717  ,395   , 7.0  , 7.19 ,3.44  , 32.8 ,11.51 ,1107  ,199.4 ,1306  , 84.6 , 15.4 ,36.6  ,21.5  , 64.8 , 35.2 ,452.1 ,  8.7 ,  0.0 ,  51.5, 26.1 ,280.1 , 50.1 ,  9.3 ,175.5 , 0.0  ,  0.0 , 0.9  , 81.6 , 77.0 ,  4.6 , 92.7 ,24.2  , 4.7  , 28.9 , 1.5  , 9.5  ,17.8  ,11.5  , 0.0  , 0.0  ,19.0  , 3.47 , 4.62 , 5.90 , 1.34 ,11.42 , 2.88 , 1.47 , 2.62 , 4.88 , 3.31 , 1.43 ,2.77  , 3.00 , 3.06 , 2.73 , 2.32 , 0.90 , 2.34 , 3.37 ,32.29 ,13.38 ,26.90 ,172.9 ,0.71  , 42.9 , 18.4 , 35.9 ,0.53  ,2.58  ,1.26  ,11.85 ,30.41 ,  1.8 , 16.3 , 40.3 , 0.75 ,  0.7 , 36.3 , 2.52 ,183.1 , 0.75 , 0.93 , 12.5 , 17.9 , 1.03 ,17.02 ,1.78  ,181.1 , 79.4 , 85.0 , 8.38 ,29.99 ,11.74 , 1.11 ,46.84 ,160.1 ,366.9 , 79.6 , 0.92 , 77.5 , 50.2 , 31.4 ,  46  , 20.5 ,19.65 ,10.04 , 97.9 ,0.001 ,0.001 ,0.042 ,0.004 ,0.213 ,0.001 ,1.230 ,0.022 ,0.031 ,0.001 ,22.77 , 2.42 ,0.211 ,0.120 ,0.130 ,11.17 ,39.70 ,16.14 , 1.53 ,0.058 ,0.207 ,0.528 ,0.096 ,0.0012,0.092 ,0.084 ,0.042 ,0.068 ,0.036 ,0.034 ,0.016 ,0.159 ,.     ,.     ,.     ,.     ,.     ,
ND,T,2,2437  ,77.6  ,58.1  ,348   ,28.6  , 9.5  ,  4.0 ,  5.5 ,57.1  ,176.4 , 173  , 349  , 7.6  ,103.8 ,1.0   , 0.6  ,14.9  , 433  ,28.9  ,1.57  ,1514  ,333   , 5.7  , 9.31 ,4.42  , 39.4 ,10.26 , 979  ,252.6 ,1232  , 79.3 , 20.7 ,32.4  ,25.7  , 57.6 , 42.4 ,378.7 , 21.6 , 14.9 ,  57.6, 21.6 ,299.3 , 38.0 , 12.8 , 75.3 , 0.0  ,  0.0 , 3.5  , 89.0 , 81.9 ,  7.1 ,129.6 ,30.5  , 0.8  , 31.3 , 5.4  ,12.4  ,10.1  , 8.2  , 0.0  , 1.9  ,29.0  , 3.35 , 4.36 , 5.77 , 1.33 ,12.36 , 2.79 , 1.48 , 2.59 , 4.73 , 3.35 , 1.35 ,2.68  , 2.96 , 3.06 , 2.64 , 2.28 , 0.88 , 2.28 , 3.32 ,34.87 ,10.73 ,29.47 ,208.1 ,0.77  , 44.9 , 14.0 , 38.1 ,0.37  ,3.33  ,1.00  , 9.40 ,32.62 ,  1.3 , 12.3 , 42.0 , 0.78 ,  0.8 , 39.2 , 4.93 ,200.4 , 0.78 , 1.07 , 23.8 , 34.5 , 2.32 ,18.44 ,2.12  ,194.2 , 94.4 ,103.2 , 9.35 ,32.17 , 9.27 , 0.94 ,49.85 ,179.3 ,408.7 , 91.3 , 1.00 , 92.6 , 30.8 ,  6.7 ,  37  , 40.3 ,36.84 , 3.98 , 27.1 ,0.001 ,0.001 ,0.045 ,0.007 ,0.230 ,0.001 ,1.362 ,0.033 ,0.048 ,0.003 ,23.85 , 2.75 ,0.222 ,0.136 ,0.148 ,12.14 ,41.35 ,12.12 , 1.23 ,0.060 ,0.220 ,0.566 ,0.108 ,0.0013,0.108 ,0.046 ,0.010 ,0.057 ,0.056 ,0.051 ,0.006 ,0.045 ,.     ,.     ,.     ,.     ,.     ,
ND,T,3,2519  ,76.3  ,58.1  ,377   ,27.1  , 9.3  ,  3.6 ,  5.7 ,59.8  ,133.1 , 414  , 547  ,10.7  ,114.2 ,1.0   , 0.6  ,13.7  , 482  ,30.6  ,1.64  ,1616  ,364   , 6.4  , 8.25 ,3.93  , 36.1 ,10.88 ,1043  ,226.0 ,1269  , 82.0 , 18.1 ,34.5  ,23.6  , 61.2 , 38.8 ,415.4 , 15.2 ,  7.5 ,  54.6, 23.9 ,289.7 , 44.1 , 11.1 ,125.4 , 0.0  ,  0.0 , 2.2  , 85.3 , 79.5 ,  5.8 ,111.2 ,27.4  , 2.8  , 30.1 , 3.5  ,11.0  ,14.0  , 9.8  , 0.0  , 0.9  ,24.0  , 3.41 , 4.49 , 5.83 , 1.34 ,11.89 , 2.83 , 1.48 , 2.60 , 4.81 , 3.33 , 1.39 ,2.73  , 2.98 , 3.06 , 2.69 , 2.30 , 0.89 , 2.31 , 3.35 ,33.58 ,12.06 ,28.18 ,190.5 ,0.74  , 43.9 , 16.2 , 37.0 ,0.45  ,2.96  ,1.13  ,10.63 ,31.52 ,  1.6 , 14.3 , 41.1 , 0.77 ,  0.8 ,  37.8,  3.73, 191.8, 0.77 , 1.00 , 18.2 ,  26.2, 1.68 ,17.73 ,1.95  ,187.7 , 86.9 , 94.1 , 8.87 ,31.08 ,10.51 , 1.03 ,48.35 ,169.7 ,387.8 , 85.5 , 0.96 , 85.0 , 40.5 , 19.1 ,  42  , 30.4 ,28.25 , 7.01 , 62.5 ,0.001 ,0.001 ,0.044 ,0.006 ,0.222 ,0.001 ,1.296 ,0.028 ,0.040 ,0.002 ,23.31 , 2.58 ,0.216 ,0.128 ,0.139 ,11.66 ,40.53 ,14.13 , 1.38 ,0.059 ,0.213 ,0.547 ,0.102 ,0.0013,0.100 ,0.065 ,0.026 ,0.063 ,0.046 ,0.043 ,0.011 ,0.102 ,28.8  ,112.3 ,  50  ,1     ,4     ,
OA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,1,2308  ,34.4  ,56.9  ,442   ,13.7  , 9.8  ,  0.3 ,  9.6 ,76.2  ,  6.5 , 624  , 631  ,23.8  ,161.7 ,2.3   , 0.7  ,16.6  , 600  ,31.7  ,2.04  ,1799  ,267   , 8.7  ,13.26 ,5.43  , 20.7 ,10.41 ,1169  , 20.7 ,1190  , 98.0 ,  2.0 ,55.3  , 1.6  , 97.4 ,  2.6 ,407.9 ,144.5 ,  0.0 ,  21.9,  8.6 ,403.1 ,142.4 ,  2.3 ,  0.0 , 0.0  ,  0.0 , 0.8  , 12.5 ,  0.0 , 12.5 ,  4.9 , 2.6  ,17.7  , 20.3 , 0.0  ,19.9  , 0.0  ,11.1  , 0.0  , 0.0  , 0.0  , 2.50 , 3.41 , 3.79 , 1.08 ,11.78 , 2.11 , 1.06 , 2.00 , 3.73 , 1.78 , 0.91 ,2.00  , 2.45 , 3.11 , 2.34 , 1.69 , 0.84 , 1.88 , 2.70 ,10.49 ,15.83 , 7.66 , 13.9 ,0.52  , 30.3 , 46.4 , 22.0 ,2.19  ,0.71  ,1.73  ,14.08 ,10.09 ,  5.0 , 41.4 , 29.3 , 0.34 ,  0.4 ,  1.5 , 0.74 ,  7.2 , 0.35 , 0.12 ,  1.3 ,  4.4 , 5.57 , 5.85 ,0.39  ,  7.2 ,  7.3 ,  7.4 , 1.48 , 9.92 ,14.08 , 1.73 , 3.76 , 77.9 , 48.2 ,  3.2 , 0.34 ,  3.4 ,  1.0 ,107.4 , 129  ,  2.0 , 2.29 , 0.34 ,  0.3 ,0.001 ,0.001 ,0.003 ,0.002 ,0.016 ,0.001 ,0.333 ,0.003 ,0.013 ,0.018 ,17.10 , 1.05 ,0.017 ,0.017 ,0.017 , 4.01 ,28.76 ,41.36 , 5.02 ,0.010 ,0.218 ,0.124 ,0.007 ,0.0010,0.008 ,0.003 ,0.306 ,0.367 ,0.005 ,0.006 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
OA,T,2,2558  ,39.3  ,63.8  ,486   ,13.6  ,10.1  ,  0.1 , 10.1 ,76.1  ,  1.7 , 506  , 507  ,19.9  ,155.6 ,2.5   , 0.8  ,18.1  , 626  ,32.8  ,2.17  ,1769  ,274   , 9.3  ,13.15 ,5.46  , 19.1 ,11.40 ,1249  , 12.2 ,1261  , 99.0 ,  1.0 ,63.5  , 0.3  , 99.5 ,  0.5 ,520.8 , 91.3 ,  0.0 ,  25.9,  4.8 ,438.2 ,127.8 ,  6.0 ,  0.0 , 0.0  ,  0.0 , 0.0  ,  2.3 ,  2.3 ,  0.0 ,  1.1 , 8.9  ,13.9  , 22.8 , 0.0  ,19.6  , 0.3  ,11.1  , 0.0  , 0.0  , 0.0  , 2.75 , 3.81 , 4.43 , 1.13 ,11.22 , 2.20 , 1.13 , 2.13 , 3.94 , 1.89 , 1.00 ,2.13  , 2.60 , 2.85 , 2.46 , 1.80 , 0.93 , 2.03 , 2.89 ,13.59 ,14.98 ,10.25 , 11.0 ,0.50  , 33.4 , 40.7 , 24.8 ,1.81  ,0.99  ,1.52  ,13.45 ,13.11 ,  4.2 , 36.5 , 32.3 , 0.39 ,  0.4 ,  2.8 , 0.39 , 13.3 , 0.39 , 0.20 ,  0.4 ,  2.1 , 3.60 , 7.46 ,0.45  , 12.4 , 21.6 , 21.6 , 2.39 ,12.91 ,13.44 , 1.52 , 3.78 , 67.5 , 99.3 ,  5.1 , 0.40 ,  5.2 ,  0.5 , 90.4 ,  98  ,  0.4 , 0.40 , 0.41 ,  0.4 ,0.001 ,0.001 ,0.003 ,0.001 ,0.014 ,0.001 ,0.428 ,0.001 ,0.006 ,0.011 ,18.58 , 1.02 ,0.012 ,0.045 ,0.045 , 5.31 ,31.86 ,36.53 , 4.15 ,0.005 ,0.172 ,0.211 ,0.005 ,0.0010,0.005 ,0.001 ,0.249 ,0.263 ,0.001 ,0.001 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
OA,T,3,2433  ,36.9  ,60.4  ,464   ,13.7  ,10.0  ,  0.2 ,  9.8 ,76.2  ,  4.1 , 565  , 569  ,21.9  ,158.7 ,2.4   , 0.8  ,17.4  , 613  ,32.3  ,2.10  ,1784  ,271   , 9.0  ,13.21 ,5.45  , 19.9 ,10.91 ,1209  , 16.4 ,1226  , 98.5 ,  1.5 ,59.4  , 1.0  , 98.5 ,  1.6 ,464.3 ,117.9 ,  0.0 ,  23.9,  6.7 ,420.7 ,135.1 ,  4.2 ,  0.0 , 0.0  ,  0.0 , 0.4  ,  7.4 ,  1.1 ,  6.3 ,  3.0 , 5.8  ,15.8  , 21.6 , 0.0  ,19.8  , 0.1  ,11.1  , 0.0  , 0.0  , 0.0  , 2.63 , 3.61 , 4.11 , 1.10 ,11.50 , 2.16 , 1.09 , 2.06 , 3.83 , 1.83 , 0.96 ,2.06  , 2.53 , 2.98 , 2.40 , 1.75 , 0.89 , 1.95 , 2.80 ,12.04 ,15.41 , 8.96 , 12.5 ,0.51  , 31.9 , 43.6 , 23.4 ,2.00  ,0.85  ,1.63  ,13.77 ,11.60 ,  4.6 , 39.0 , 30.8 , 0.37 ,  0.4 ,   2.1,  0.57,  10.3, 0.37 , 0.16 ,  0.9 ,   3.3, 4.58 , 6.66 ,0.42  ,  9.8 , 14.5 , 14.5 , 1.94 ,11.42 ,13.76 , 1.63 , 3.77 , 72.7 , 73.8 ,  4.2 , 0.37 ,  4.3 ,  0.8 , 98.9 , 114  ,  1.2 , 1.34 , 0.38 ,  0.4 ,0.001 ,0.001 ,0.003 ,0.002 ,0.015 ,0.001 ,0.381 ,0.002 ,0.009 ,0.014 ,17.84 , 1.04 ,0.015 ,0.031 ,0.031 , 4.66 ,30.31 ,38.95 , 4.58 ,0.008 ,0.195 ,0.168 ,0.006 ,0.0010,0.007 ,0.002 ,0.278 ,0.315 ,0.003 ,0.004 ,0.001 ,0.001 ,32.2  ,112.8 , 200  ,1     ,4     ,
